col_name;Key;Title;Description
"Persoonskenmerken";"B000054";"Herkomst: westerse allochtoon";"Allochtonen van wie het land van herkomst is gelegen in Europa (m.u.v. Turkije), Noord-Amerika, Indonesië, Japan of Oceanië (onder meer Australië, Nieuw-Zeeland).Van een in het buitenland geboren allochtoon wordt zijn of haar geboorteland beschouwd als het land van herkomst. Van een in Nederland geboren allochtoon wordt het geboorteland van de moeder beschouwd als het land van herkomst, indien de moeder niet in Nederland is geboren. Indien betrokkene alsmede diens moeder in Nederland zijn geboren, dan wordt het geboorteland van de vader beschouwd als het land van herkomst."
"Persoonskenmerken";"B000055";"Herkomst: niet-westerse allochtoon";"Gedefinieerd als zelf of minstens één ouder niet geboren in West-Europa of Noord-Amerika. "
"Persoonskenmerken";"B000034";"Religieus: wel";
"Persoonskenmerken";"B000035";"Religieus: niet";
"Persoonskenmerken";"B000056";"Urbanisatiegraad: zeer hoog";""
"Persoonskenmerken";"B000057";"Urbanisatiegraad: hoog";""
"Persoonskenmerken";"B000058";"Urbanisatiegraad: matig";""
"Persoonskenmerken";"B000059";"Urbanisatiegraad: laag";""
"Persoonskenmerken";"B000060";"Urbanisatiegraad: zeer laag";""
"Persoonskenmerken";"B000036";"Urbanisatiegraad: stad";
"Persoonskenmerken";"B000037";"Urbanisatiegraad: platteland";
"PsychiatrischeAandoeningen";"T001187";"Psychiatrische aandoeningen (As-I)";"Iemand heeft één of meer van de afzonderlijke stoornissen uit de hoofdgroepen stemmingsstoornis, angststoornis, middelenstoornis of aandachtstekort- of gedragsstoornis gehad. Voor een meer gedetailleerde beschrijving van deze aandoeningen wordt verwezen naar de specifieke paragrafen van deze stoornissen.NB: Antisociale persoonlijkheidsstoornis is een As-II stoornis en valt niet onder dit totaalcijfer."
"PsychiatrischeAandoeningen";"A027781";"Stemmingsstoornis totaal";"Iemand heeft één of meer van de afzonderlijke aandoeningen uit de hoofdgroep stemmingsstoornis gehad. Voor een meer gedetailleerde beschrijving van deze aandoeningen wordt verwezen naar de specifieke paragrafen van deze stoornissen."
"PsychiatrischeAandoeningen";"A027782";"Depressieve stoornis";"Iemand heeft een depressieve stoornis als men gedurende tenminste twee weken minstens één van de volgende twee kernsymptomen heeft:- Een neerslachtige stemming gedurende het grootste deel van de dag, bijna elke dag- Een duidelijk verlies aan interesse in alle of bijna alle activiteiten gedurende het grootste deel van de dag, bijna elke dagDaarnaast dienen andere symptomen bijna dagelijks aanwezig te zijn:  - Eetproblemen (heel veel of juist heel weinig eten) of verandering in het gewicht - Slaapgebrek of juist te veel slapen - Geagiteerd en rusteloos zijn of juist geremd - Vermoeidheid en verlies aan energie - Gevoelens van waardeloosheid of overmatige schuldgevoelens - Concentratieproblemen, vertraagd denken en besluiteloosheid - Terugkerende gedachten aan de dood of aan zelfdoding  Er is sprake van een depressieve stoornis wanneer minimaal vijf symptomen tegelijk aanwezig zijn, inclusief één of twee van de kernsymptomen."
"PsychiatrischeAandoeningen";"A027783";"Dysthymie";"Het belangrijkste kenmerk van dysthymie is een chronisch depressieve stemming die het grootste deel van de dag aanwezig is, op meer dagen wel dan niet, gedurende tenminste twee jaar. Van dysthymie wordt gesproken als tenminste twee van de volgende symptomen lange tijd aanwezig zijn, gedurende twee jaar. De symptomen mogen nooit langer dan twee maanden afwezig zijn: - Slechte eetlust of juist te veel eten - Slaapgebrek of juist te veel slapen - Gebrek aan energie of vermoeidheid - Gering gevoel van eigenwaarde - Slecht kunnen concentreren of besluiteloos zijn - Gevoelens van hopeloosheid"
"PsychiatrischeAandoeningen";"A027784";"Bipolaire stoornis";"Bipolaire stoornis wordt ook wel manisch-depressieve stoornis genoemd. De term bipolair geeft aan dat de stemming twee extremen kan vertonen: van tijd tot tijd extreem uitgelaten of juist extreem neerslachtig. Iemand heeft een bipolaire stoornis als hij of zij episodes doormaakt met een tenminste enkele dagen tot weken aanhoudende uitgelaten of prikkelbare stemming (manische of hypomanische episodes). Dat uit zich als overdreven vrolijk zijn maar ook snel boos zijn. Daarnaast is vaak sprake van minstens drie van de volgende verschijnselen: - Druk praten, drukker dan gewoonlijk - Het gevoel hebben alles aan te kunnen - Weinig slapen - Overactief zijn, aandacht wordt gemakkelijk afgeleid door niet terzake doende prikkels - Dingen doen zonder rekening te houden met nadelige gevolgen (bijvoorbeeld midden in de nacht harde muziek draaien, te veel geld uitgeven, impulsief nieuwe (seksuele) relaties aangaan) - Toenemen van doelgerichte activiteit of psychomotorische agitatie - Gedachtevlucht, gevoel dat de gedachten jagen Een bipolaire stoornis is dermate ernstig dat er duidelijke problemen in het werk of de gewone sociale activiteiten of relaties ontstaan.  Als de symptomen gepaard gaan met problemen in het functioneren (ruzies, onverantwoorde uitgaven of andere activiteiten) spreekt men van een manie, als dat niet het geval is van een hypomanie. Vrijwel alle mensen met een bipolaire stoornis maken naast (hypo)manische episodes ook depressieve episodes door. Overigens worden de (hypo)manische en depressieve episodes afgewisseld door periodes zónder een veranderde stemming."
"PsychiatrischeAandoeningen";"A027785";"Angststoornis totaal";"Iemand heeft één of meer van de afzonderlijke aandoeningen uit de hoofdgroep angststoornis gehad. Voor een meer gedetailleerde beschrijving van deze aandoeningen wordt verwezen naar de specifieke paragrafen van deze stoornissen."
"PsychiatrischeAandoeningen";"A027786";"Paniekstoornis";"Iemand heeft aanvallen van ernstige ongefundeerde angst, die optreedt zonder dat daar directe aanleiding voor is, en die gepaard gaan met een aantal andere klachten, zoals ademnood, hartkloppingen, transpireren en angst om de controle over zichzelf te verliezen."
"PsychiatrischeAandoeningen";"A027787";"Agorafobie zonder paniekstoornis";"Wanneer iemand uit vrees voor een sterke angst menigten gaat mijden en situaties waar men niet snel genoeg uit weg kan komen, is er sprake van agorafobie (ook wel pleinvrees genoemd). Agorafobie kan met en zonder paniekstoornis vóórkomen. Hier wordt agorafobie zonder paniekstoornis beschreven."
"PsychiatrischeAandoeningen";"A027788";"Sociale fobie";"Iemand heeft sociale fobie als: - Men een intense en irrationele angst heeft voor het verkeren in het gezelschap van anderen, vooral als daar een prestatie van die persoon wordt verwacht, bijvoorbeeld spreken in het openbaar, in aanwezigheid van anderen schrijven of vragen beantwoorden. De persoon is bang door anderen negatief te worden beoordeeld. Hij of zij kan ook bang zijn voor de eigen reactie op de angst, zoals verlegenheid, blozen of trillen. - De betrokkene probeert de gevreesde sociale situaties te vermijden. Als dat niet mogelijk is, doorstaat men het met intense angst. - De angst in sociale situaties en het vermijdingsgedrag het dagelijkse functioneren sterk verstoren. - De betrokkene zich ervan bewust is dat zijn of haar angst onredelijk en overdreven is."
"PsychiatrischeAandoeningen";"A027789";"Specifieke fobie";"Voor de specifieke fobie, ook wel enkelvoudige fobie genoemd, gelden de volgende criteria:  - Een duidelijke en aanhoudende angst die overdreven of onredelijk is, uitgelokt door de aanwezigheid van of het anticiperen op een specifiek voorwerp of situatie (bij voorbeeld vliegen, hoogten, dieren, een injectie krijgen, of bloed zien). - Blootstelling aan de angstwekkende prikkel veroorzaakt bijna zonder uitzondering een onmiddellijke angstreactie, die de vorm kan krijgen van een situatiegebonden angst of een paniekaanval. - Betrokkene is zich ervan bewust dat de angst overdreven of onredelijk is. - De angstwekkende situatie wordt vermeden of doorstaan met intense angst of lijden. - De vermijding, de angstige verwachting of het lijden in de gevreesde situatie belemmeren in sterke mate de normale routine, het functioneren tijdens het werk of de studie, de sociale activiteiten of relaties met anderen, of er is een duidelijk lijden door het hebben van de fobie."
"PsychiatrischeAandoeningen";"A027790";"Gegeneraliseerde angststoornis";"Mensen met een gegeneraliseerde angststoornis zijn voortdurend angstig en bezorgd over alledaagse dingen. Ze hebben moeite deze zorgen en angsten onder controle te houden. Daarnaast moeten tenminste drie van de volgende symptomen voortdurend aanwezig zijn gedurende een periode van minstens zes maanden:"
"PsychiatrischeAandoeningen";"A027791";"Middelenstoornis totaal";"Iemand heeft één of meer van de afzonderlijke aandoeningen uit de hoofdgroep middelenstoornis gehad. Voor een meer gedetailleerde beschrijving van deze aandoeningen wordt verwezen naar de specifieke paragrafen van deze stoornissen."
"PsychiatrischeAandoeningen";"A027792";"Alcoholmisbruik";"Er is sprake van alcoholmisbruik als iemand een patroon van onaangepast alcoholgebruik heeft blijkend uit minstens één van de volgende vier criteria: - De persoon gebruikt herhaaldelijk alcohol met als gevolg dat het niet meer lukt om in belangrijke mate te voldoen aan verplichtingen op het werk, school of thuis. - Men drinkt herhaaldelijk in situaties waarin dit fysiek gevaarlijk is (bijvoorbeeld autorijden onder invloed). - In samenhang met het gebruik van alcohol is men in aanraking gekomen met justitie.  - De persoon gebruikt bij voortduring alcohol hoewel dit een sociaal, beroepsmatig, psychisch of lichamelijk probleem in stand houdt. Omdat alcoholafhankelijkheid vaak vooraf wordt gegaan door alcoholmisbruik, werd de diagnose alcoholmisbruik met uitsluiting van de diagnose alcoholafhankelijkheid bepaald."
"PsychiatrischeAandoeningen";"A027793";"Alcoholafhankelijkheid";"Van alcoholafhankelijkheid is sprake als de persoon minstens aan drie van de volgende criteria voldoet: - Men drinkt vaak grotere hoeveelheden of langer dan men van plan was. - Men wil beslist minderen of stoppen met drinken of heeft zonder succes geprobeerd dit te doen. - Er wordt veel tijd gestoken in het verkrijgen van alcoholhoudende drank en in de consumptie ervan. Ook kan veel tijd nodig zijn om van de naweeën van gebruik te bekomen.  - Iemand heeft een sterke gewenning of tolerantie. Drinken van dezelfde hoeveelheid heeft minder effect dan eerder. Of: de persoon moet meer drinken om dronken te worden of een ander gewenst effect te bereiken. - Bij stopzetting of onderbreking van drinken is er sprake van ontwenningsverschijnselen, ook wel onthoudingsverschijnselen genoemd, zoals een kater. Het drinken heeft vaak tot doel om onthoudingsverschijnselen te verlichten of te voorkómen. - De persoon offert vanwege het drinken sociale en beroepsmatige activiteiten en (andere) besteding van vrije tijd op. - Iemand gaat door met drinken al kent men de nadelen daarvan voor het functioneren of de gezondheid.  Er is sprake van alcoholafhankelijkheid wanneer drie of meer symptomen zich in dezelfde periode van 12 maanden hebben voorgedaan."
"PsychiatrischeAandoeningen";"A027794";"Drugsmisbruik";"De criteria voor een diagnose drugsmisbruik zijn dezelfde als die van alcoholmisbruik. Onder drugs worden verstaan: Cannabis - Cocaïne - Clubdrugs (zoals XTC en GHB) - Hallucinerende middelen (zoals LSD, mescaline, PCP, paddo's) - Opiaten (zoals heroïne en opium) - Oplos- en snuifmiddelen (lijm, benzine) - Andere drugs - Slaap- en kalmeringsmiddelen (zoals librium, valium, diazepam, oxazepam, seresta) - Stimulerende middelen (zoals amfetamine, efedrine, ritalin) - Pijnbestrijders (zoals codeïne, methadon, morfine)."
"PsychiatrischeAandoeningen";"A027795";"Drugsafhankelijkheid";"Van drugsafhankelijkheid is sprake als de persoon minstens aan drie van de volgende criteria voldoet: - Men gebruikt vaak grotere hoeveelheden of langer dan men van plan was. - Men wil beslist minderen of stoppen of heeft zonder succes geprobeerd dit te doen. - Er wordt veel tijd gestoken in het verkrijgen van drugs en in de consumptie ervan. Ook kan veel tijd nodig zijn om van de naweeën van gebruik te bekomen.  - Iemand heeft een sterke gewenning of tolerantie. Gebruik van dezelfde hoeveelheid heeft minder effect dan eerder. Of: de persoon moet meer gebruiken om een gewenst effect te bereiken. - Bij stopzetting of onderbreking van drugsgebruik is er sprake van ontwenningsverschijnselen, ook wel onthoudingsverschijnselen genoemd. Het drugsgebruik heeft vaak tot doel om onthoudingsverschijnselen te verlichten of te voorkómen. - De persoon offert vanwege het drugsgebruik sociale en beroepsmatige activiteiten en (andere) besteding van vrije tijd op. - Iemand gaat door met drugsgebruik al kent men de nadelen daarvan voor het functioneren of de gezondheid.  Er is sprake van drugsafhankelijkheid wanneer drie of meer symptomen zich in dezelfde periode van 12 maanden hebben voorgedaan."
"PsychiatrischeAandoeningen";"A027796";"Aandachtstekort/gedragsstoornis totaal";"Iemand heeft één of meer van de afzonderlijke aandoeningen uit de hoofdgroep aandachtstekort- of gedragsstoornis gehad. Voor een meer gedetailleerde beschrijving van deze aandoeningen wordt verwezen naar de specifieke paragrafen van deze stoornissen."
"PsychiatrischeAandoeningen";"A027797";"ADHD";"ADHD, ofwel aandachtstekortstoornis met hyperactiviteit, wordt vastgesteld indien minstens zes maanden zes of meer van de volgende aandachtsproblemen aanwezig waren:  - Onvoldoende aandacht voor details of achteloos fouten maken - Moeite om de aandacht bij taken of een spel te houden - Niet lijken te luisteren - Aanwijzingen niet opvolgen of opdrachten niet kunnen afmaken - Moeite met organiseren van taken - Vermijden of afkeer hebben van taken die langdurige geestelijke inspanning vragen - Dingen vaak kwijtraken die nodig zijn voor taken - Gemakkelijk afgeleid worden - Vergeetachtig zijn bij dagelijkse bezigheden Óf iemand heeft ADHD indien zes of meer kenmerken van hyperactiviteit of impulsiviteit gedurende minstens zes maanden aanwezig waren. Die kenmerken van hyperactiviteit zijn: - Onrustig bewegen - Opstaan als zitten blijven verwacht wordt - Rondrennen of overal op klimmen als dit ongepast is - Moeilijk rustig kunnen spelen of ontspannende activiteiten uitvoeren - In de weer zijn of maar doordraven Van impulsiviteit zijn de kenmerken:  - Antwoorden voordat de vraag is afgemaakt - Moeite met op de beurt wachten - Verstoren van bezigheden van anderen"
"PsychiatrischeAandoeningen";"A027798";"Gedragsstoornis";"Gedragsstoornis wordt beschreven als een zich herhalend en aanhoudend gedragspatroon, waarbij de grondrechten van anderen geweld wordt aangedaan of belangrijke bij de leeftijd horende sociale normen en regels worden overtreden. Een kind of adolescent heeft een gedragsstoornis als minstens drie van de hierna genoemde criteria in een jaar aanwezig waren: Agressie gericht op mensen en dieren - Pest, bedreigt of intimideert vaak anderen - Begint vaak vechtpartijen - Heeft een 'wapen' gebruikt dat anderen lichamelijk letsel kan toebrengen (bijvoorbeeld een knuppel, steen, gebroken fles, mes, vuurwapen) - Heeft mensen mishandeld - Heeft dieren mishandeld - Heeft in een direct contact iemand bestolen (bijvoorbeeld iemand van achteren neerslaan, tasjesroof, afpersing, gewapende overval) - Heeft iemand tot seksueel contact gedwongen \n Vernieling van eigendom - Heeft opzettelijk brand gesticht met de bedoeling ernstige schade te veroorzaken - Heeft opzettelijk eigendommen van anderen vernield (anders dan door brandstichting)  \n Leugenachtigheid of diefstal  - Heeft ingebroken in iemands huis, gebouw of auto - Liegt vaak om goederen of gunsten van anderen te krijgen of om verplichtingen uit de weg te gaan (bijvoorbeeld oplichting) - Heeft zonder direct contact met het slachtoffer voorwerpen van waarde gestolen (bijvoorbeeld winkeldiefstal maar zonder in te breken, valsheid in geschrifte) \n Ernstige schendingen van regels - Blijft vaak, ondanks het verbod van de ouders, 's nachts van huis weg, beginnend voor het 13e jaar - Is tenminste tweemaal van huis weggelopen en 's nachts weggebleven (of eenmaal gedurende een langere periode zonder terug te keren) - Spijbelt vaak, beginnend voor het 13e levensjaar"
"PsychiatrischeAandoeningen";"A027799";"Oppositioneel-opstandige gedragsstoornis";"Een kind met oppositioneel-opstandige gedragsstoornis heeft gedurende minimaal zes maanden een patroon van negatief, agressief en opstandig gedrag laten zien. Volgens de DSM-IV heeft een kind deze aandoening als hij of zij voldoet aan vier of meer van de onderstaande criteria gedurende minimaal zes maanden. Het kind - Is vaak driftig - Maakt vaak ruzie met volwassenen - Is vaak opstandig of weigert zich te voegen naar verzoeken of regels van volwassenen - Ergert vaak met opzet anderen - Geeft anderen vaak de schuld van eigen fouten of wangedrag - Is vaak prikkelbaar en ergert zich gemakkelijk aan anderen - Is vaak boos en gepikeerd - Is vaak hatelijk en wraakzuchtig"
"PsychiatrischeAandoeningen";"A027800";"Antisociale persoonlijkheidsstoornis";"Antisociale persoonlijkheidsstoornis is de enige As-II aandoening die in NEMESIS-2 is vastgesteld. De screener die is gebruikt om deze persoonlijkheidsstoornis te meten, gaat na of er sprake is van een aandoening ooit in het leven en bepaalt niet wanneer de symptomen voor het laatst aanwezig waren. Dit betekent dat er geen 12-maands gegevens van deze stoornis berekend konden worden. Antisociale persoonlijkheidsstoornis wordt gekenmerkt door een diepgaand patroon van gebrek aan achting voor en schending van de rechten van anderen sinds het 15e jaar blijkend uit minstens 3 van de volgende 7 kenmerken:  - Niet in staat zich te conformeren aan de maatschappelijke norm dat men zich aan de wet moet houden, zoals blijkt uit het herhaaldelijk plegen van handelingen die een reden voor arrestatie kunnen zijn - Oneerlijkheid, zoals blijkt uit herhaaldelijk liegen, het gebruik van valse namen of anderen bezwendelen ten behoeve van eigen voordeel of plezier - Impulsiviteit of een onvermogen om 'vooruit te plannen' - Prikkelbaarheid en agressiviteit, zoals blijkt uit bij herhaling tot vechtpartijen of geweldpleging komen - Roekeloze onverschilligheid ten aanzien van eigen of andermans veiligheid - Constante onverantwoordelijkheid, zoals blijkt uit het herhaaldelijk niet in staat zijn om werk te behouden of financiële verplichtingen na te komen - Geen spijtgevoelens hebben, zoals blijkt uit een ongevoeligheid voor of het rationaliseren van het feit anderen gekwetst, mishandeld of bestolen te hebben."
"Perioden";"2007G300";"2007/2009";""
